game_id,group_id,resource_type,total_cost,members,usage_weights,shapley_allocations,nucleolus_allocations,equal_split,method_chosen,fairness_score
42d587ad-7af8-4b88-a63b-ffe9bff752c7,group_240,tool,14043.78,user_012|user_022|user_033|user_049|user_053|user_055|user_065|user_076,0.06|0.14|0.17|0.18|0.08|0.07|0.00|0.31,891.71|1996.40|2330.06|2498.40|1072.42|927.29|18.30|4309.20,1280.40|1887.98|2071.50|2164.08|1379.79|1299.97|800.03|3160.02,1755.47|1755.47|1755.47|1755.47|1755.47|1755.47|1755.47|1755.47,nucleolus,0.866
67694c7e-043c-43a7-adc9-3e998cbca0e8,group_017,subscription,17265.31,user_004|user_014|user_017|user_035|user_073|user_078|user_079|user_098,0.05|0.01|0.13|0.13|0.24|0.11|0.32|0.01,834.54|204.98|2275.27|2224.29|4085.87|1870.13|5516.93|253.29,1430.17|1083.91|2222.57|2194.54|3218.40|1999.74|4005.49|1110.48,2158.16|2158.16|2158.16|2158.16|2158.16|2158.16|2158.16|2158.16,nucleolus,0.941
ba54db74-5131-4f54-af51-38b17968d270,group_272,subscription,16295.57,user_007|user_010|user_018|user_046|user_066,0.24|0.22|0.03|0.01|0.50,3844.28|3604.94|546.62|215.71|8084.03,3580.95|3449.32|1767.24|1585.24|5912.82,3259.11|3259.11|3259.11|3259.11|3259.11,equal,0.929
9f63d976-fe7d-49e2-ab9f-ec198a772c5b,group_100,subscription,9083.96,user_002|user_046|user_075,0.15|0.85|0.00,1327.33|7740.99|15.64,2092.62|5620.14|1371.20,3027.99|3027.99|3027.99,nucleolus,0.85
f4ea893d-c8ab-47e5-b335-4df4f5edeb66,group_344,subscription,12420.03,user_006|user_007|user_015|user_034,0.01|0.30|0.13|0.56,126.17|3723.53|1619.44|6950.89,1466.64|3445.20|2287.95|5220.24,3105.01|3105.01|3105.01|3105.01,nucleolus,0.917
b6cd5b03-6724-4b19-a3ff-cd07dc5ea612,group_107,vehicle,18946.03,user_009|user_015|user_038|user_040|user_055|user_071|user_077|user_095,0.21|0.02|0.04|0.12|0.05|0.39|0.13|0.02,3953.20|382.43|841.59|2328.67|973.51|7450.59|2550.92|465.11,3239.97|1276.05|1528.59|2346.48|1601.15|5163.54|2468.72|1321.52,2368.25|2368.25|2368.25|2368.25|2368.25|2368.25|2368.25|2368.25,shapley,1.0
e38e3476-b4e8-4621-95b2-c7fef6dc82bc,group_259,space,6152.66,user_015|user_016|user_036|user_066|user_074|user_086,0.12|0.02|0.02|0.05|0.34|0.45,712.74|102.48|148.55|294.78|2112.18|2781.93,853.46|517.81|543.15|623.58|1623.15|1991.51,1025.44|1025.44|1025.44|1025.44|1025.44|1025.44,shapley,1.0
5ff11794-809e-43dc-8b6f-b275fadea954,group_362,vehicle,19942.58,user_039|user_055|user_075|user_087,0.53|0.12|0.10|0.24,10668.97|2478.49|1938.91|4856.21,8111.47|3606.71|3309.94|4914.46,4985.65|4985.65|4985.65|4985.65,shapley,1.0
9ff9a163-d8ea-4398-8323-a1d4442b69ca,group_038,accommodation,9073.84,user_007|user_010|user_017|user_022|user_044|user_057|user_070|user_079,0.10|0.40|0.01|0.00|0.10|0.14|0.15|0.09,931.41|3651.50|102.68|36.79|862.79|1299.38|1363.39|825.89,1022.68|2518.73|566.88|530.64|984.94|1225.06|1260.27|964.65,1134.23|1134.23|1134.23|1134.23|1134.23|1134.23|1134.23|1134.23,equal,0.748
568c78db-6097-4f0c-8754-dd0b26d01725,group_266,accommodation,17152.82,user_020|user_041|user_073|user_081|user_094,0.27|0.06|0.21|0.30|0.16,4569.07|1061.46|3637.00|5098.33|2786.95,4056.74|2127.56|3544.10|4347.84|3076.58,3430.56|3430.56|3430.56|3430.56|3430.56,shapley,1.0
51e87ae0-1859-41a4-998c-24b6a20f94c0,group_185,space,9499.26,user_018|user_027|user_032|user_042|user_059|user_077|user_085,0.08|0.05|0.18|0.13|0.47|0.02|0.07,783.95|461.90|1679.79|1275.87|4444.58|222.88|630.30,1041.84|864.71|1534.55|1312.39|3055.18|733.25|957.33,1357.04|1357.04|1357.04|1357.04|1357.04|1357.04|1357.04,nucleolus,0.943
f8ab7c20-9f8a-4db5-a966-b7ea357299af,group_016,accommodation,17113.07,user_016|user_021|user_069|user_072,0.59|0.04|0.16|0.21,10063.22|720.74|2793.17|3535.94,7459.99|2321.63|3461.46|3869.99,4278.27|4278.27|4278.27|4278.27,nucleolus,0.766
118f262f-f6c4-4365-998a-cf7b90016c34,group_384,subscription,11450.16,user_008|user_017|user_024|user_037|user_057,0.16|0.03|0.32|0.10|0.40,1799.71|317.92|3639.27|1095.93|4597.34,2020.36|1205.37|3032.11|1633.28|3559.05,2290.03|2290.03|2290.03|2290.03|2290.03,shapley,1.0
5ca8aed2-33ff-4e50-9d0c-78efeaac31d6,group_005,tool,19728.6,user_005|user_023|user_039|user_074|user_077|user_089|user_094,0.25|0.13|0.06|0.00|0.31|0.05|0.20,5020.00|2559.38|1217.08|29.86|6044.55|901.91|3955.83,4029.26|2675.92|1937.66|1284.69|4592.77|1764.32|3443.97,2818.37|2818.37|2818.37|2818.37|2818.37|2818.37|2818.37,nucleolus,0.785
9ca8416e-b438-44de-a242-be7806c6d630,group_206,space,4875.04,user_049|user_052|user_082,0.63|0.23|0.14,3087.50|1119.11|668.43,2429.38|1346.77|1098.89,1625.01|1625.01|1625.01,nucleolus,0.906
15f8cbd8-944a-42ad-9bbd-e05230db230b,group_415,vehicle,4014.57,user_009|user_027|user_031,0.33|0.65|0.02,1320.89|2599.86|93.81,1328.68|2032.11|653.78,1338.19|1338.19|1338.19,equal,0.852
166c1522-c0f2-4351-8679-e12434983072,group_458,vehicle,507.85,user_005|user_014|user_021|user_023|user_054|user_087|user_088,0.02|0.33|0.00|0.39|0.00|0.21|0.04,8.88|169.11|2.02|199.62|0.24|108.68|19.29,37.53|125.66|33.76|142.44|32.78|92.42|43.26,72.55|72.55|72.55|72.55|72.55|72.55|72.55,shapley,1.0
c5f85d24-d1df-42d6-8556-cf054315bef5,group_248,tool,3844.69,user_012|user_022|user_039,0.66|0.09|0.25,2533.88|346.17|964.64,1970.34|767.10|1107.25,1281.56|1281.56|1281.56,equal,0.815
e5cb2c87-3228-48cc-89ee-853b0a8f3538,group_183,subscription,8362.92,user_008|user_035|user_062,0.05|0.15|0.80,377.75|1256.69|6728.47,1462.20|1945.62|4955.10,2787.64|2787.64|2787.64,nucleolus,0.863
a7059089-7c05-4e62-baec-2ac5931c5ad0,group_144,tool,10451.7,user_010|user_071|user_078|user_096,0.13|0.44|0.09|0.34,1314.38|4596.57|978.37|3562.38,1898.72|3703.93|1713.92|3135.12,2612.93|2612.93|2612.93|2612.93,shapley,1.0
cd098de8-abf1-4782-bcf6-e9fc6f5af297,group_007,vehicle,19711.58,user_012|user_020|user_029|user_058|user_065|user_087|user_090|user_097,0.04|0.29|0.24|0.03|0.16|0.14|0.02|0.07,879.74|5720.54|4745.67|589.29|3204.71|2777.25|349.25|1445.13,1592.63|4255.07|3718.90|1432.89|2871.37|2636.26|1300.86|1903.60,2463.95|2463.95|2463.95|2463.95|2463.95|2463.95|2463.95|2463.95,shapley,1.0
4cddc938-f5a1-41c8-bad8-9c497d110bc9,group_295,subscription,3427.5,user_035|user_081|user_089,0.04|0.87|0.09,124.37|2986.96|316.16,582.53|2156.95|688.02,1142.50|1142.50|1142.50,nucleolus,0.938
17d39cb1-2290-42b4-b3f2-c59bb8abd4f6,group_462,tool,8397.43,user_005|user_035|user_038|user_044|user_054|user_070,0.01|0.07|0.11|0.25|0.48|0.08,81.01|563.85|948.80|2129.29|4035.93|638.54,674.36|939.92|1151.65|1800.92|2849.57|981.01,1399.57|1399.57|1399.57|1399.57|1399.57|1399.57,nucleolus,0.824
09623e9e-fad4-48e3-af7b-ac4b0b09bfc8,group_358,vehicle,5539.65,user_027|user_064|user_085,0.03|0.61|0.37,151.63|3362.72|2025.29,914.34|2680.45|1944.86,1846.55|1846.55|1846.55,nucleolus,0.723
959f4302-4665-423b-9451-289e826dd9e9,group_343,accommodation,3251.16,user_014|user_056|user_089|user_093,0.29|0.18|0.34|0.20,930.49|579.60|1093.32|647.76,877.53|684.53|967.08|722.02,812.79|812.79|812.79|812.79,shapley,1.0
4348c10f-3fb6-4713-aeec-c655ff9cfb1d,group_044,vehicle,19863.14,user_008|user_009|user_014|user_077|user_085,0.26|0.15|0.39|0.15|0.05,5252.05|2914.32|7774.95|2911.48|1010.33,4676.31|3390.56|6063.91|3388.99|2343.37,3972.63|3972.63|3972.63|3972.63|3972.63,shapley,1.0
1fdc3520-4a12-47e6-8b25-9ae7e841e1a9,group_058,tool,2547.43,user_008|user_009|user_012|user_013|user_033|user_037|user_058,0.28|0.12|0.03|0.14|0.06|0.27|0.09,709.81|303.64|86.37|364.09|165.01|693.44|225.07,554.16|330.77|211.27|364.01|254.52|545.15|287.55,363.92|363.92|363.92|363.92|363.92|363.92|363.92,nucleolus,0.744
b5c40bdc-8dd4-4bdc-8ccf-3b6c8dc71d3a,group_259,vehicle,18026.97,user_016|user_062|user_083|user_089,0.22|0.02|0.08|0.68,3901.23|302.21|1517.53|12306.00,4173.71|2194.25|2862.68|8796.34,4506.74|4506.74|4506.74|4506.74,nucleolus,0.78
5f1b9fce-b031-4dc7-81d1-c73564ba590c,group_326,tool,12104.47,user_005|user_034|user_085,0.77|0.08|0.15,9294.31|980.14|1830.02,6927.54|2354.75|2822.18,4034.82|4034.82|4034.82,equal,0.92
7c35b269-b821-4d93-a16c-863b47ceec3a,group_079,space,16228.42,user_028|user_053|user_063|user_067|user_076,0.08|0.21|0.29|0.28|0.14,1308.55|3436.05|4625.59|4526.62|2331.62,2180.26|3350.38|4004.63|3950.20|2742.95,3245.68|3245.68|3245.68|3245.68|3245.68,equal,0.939
c312640c-9afa-4889-8dfd-d761fe23f081,group_290,tool,8840.1,user_001|user_015|user_084,0.70|0.24|0.06,6205.63|2141.57|492.90,4739.11|2503.88|1597.11,2946.70|2946.70|2946.70,nucleolus,0.757
aadaf88b-49ac-471a-9c54-b64e98ce69ed,group_365,vehicle,1625.4,user_012|user_048|user_066|user_072|user_073|user_080,0.08|0.30|0.16|0.09|0.10|0.27,134.80|493.53|255.45|140.20|168.80|432.62,196.05|393.34|262.40|199.02|214.74|359.85,270.90|270.90|270.90|270.90|270.90|270.90,equal,0.775
b20bd23a-e5aa-4f6e-ac3c-96282720e5ca,group_139,vehicle,10788.87,user_020|user_037|user_041|user_056|user_063|user_072|user_082|user_085,0.07|0.05|0.45|0.24|0.05|0.07|0.06|0.02,714.28|514.19|4831.75|2543.10|498.33|796.02|684.98|206.23,999.73|889.68|3264.34|2005.58|880.96|1044.69|983.61|720.30,1348.61|1348.61|1348.61|1348.61|1348.61|1348.61|1348.61|1348.61,shapley,1.0
1f59bd34-912c-4ef8-978e-54b14749a442,group_487,subscription,11850.85,user_064|user_079,0.86|0.14,10184.32|1666.53,8267.82|3583.03,5925.43|5925.43,shapley,1.0
299d4f66-eaab-4e1b-b608-d64f517b3f15,group_414,accommodation,14903.21,user_061|user_063,0.91|0.09,13538.21|1365.00,10799.24|4103.97,7451.60|7451.60,nucleolus,0.898
54513486-ab74-4721-9caa-cf83f24855ae,group_443,accommodation,6388.91,user_001|user_036|user_053|user_065,0.25|0.01|0.46|0.28,1618.93|49.46|2946.80|1773.72,1609.17|745.96|2339.49|1694.30,1597.23|1597.23|1597.23|1597.23,shapley,1.0
b40ef89f-992b-459c-85b0-cde1c6c9023b,group_255,space,6212.78,user_023|user_027|user_090|user_100,0.73|0.04|0.18|0.06,4521.80|244.44|1091.03|355.51,3185.93|833.38|1299.01|894.47,1553.19|1553.19|1553.19|1553.19,nucleolus,0.801
6f9fa99f-3ff1-499c-bca8-a3c84732668d,group_125,vehicle,17161.73,user_032|user_041|user_055|user_061|user_070|user_088,0.08|0.23|0.20|0.22|0.19|0.08,1384.54|4009.34|3391.24|3846.03|3235.74|1294.83,2048.63|3492.27|3152.31|3402.45|3066.79|1999.28,2860.29|2860.29|2860.29|2860.29|2860.29|2860.29,nucleolus,0.762
cedbcea3-f338-4bd7-80b4-246971384e62,group_267,subscription,19652.96,user_009|user_019|user_082,0.12|0.06|0.82,2376.46|1249.40|16027.09,4255.00|3635.11|11762.85,6550.99|6550.99|6550.99,equal,0.757
747a1f79-dbfe-41f2-a1c2-b61d4028795d,group_450,vehicle,12132.22,user_057|user_059|user_079,0.70|0.15|0.14,8550.32|1841.67|1740.23,6522.51|2832.75|2776.96,4044.07|4044.07|4044.07,nucleolus,0.848
66271d4e-655d-4463-8857-4d1ff7749add,group_122,subscription,17360.67,user_021|user_026|user_055|user_072,0.41|0.27|0.21|0.10,7136.19|4694.30|3724.11|1806.07,5877.98|4534.94|4001.33|2946.42,4340.17|4340.17|4340.17|4340.17,nucleolus,0.82
5693df96-acfd-422d-a5ee-e0d1199a705e,group_299,subscription,6724.54,user_001|user_019|user_020|user_084|user_100,0.04|0.48|0.20|0.04|0.23,254.56|3255.51|1337.19|301.02|1576.26,745.22|2395.74|1340.67|770.77|1472.15,1344.91|1344.91|1344.91|1344.91|1344.91,equal,0.873
ce4b2ba6-288d-41d5-aba8-d2e146e6e162,group_389,space,4043.5,user_005|user_024,0.80|0.20,3240.55|802.95,2692.09|1351.41,2021.75|2021.75,equal,0.844
b61d767e-749e-417f-b29f-802ad684e378,group_474,tool,7255.34,user_003|user_012|user_022|user_032|user_042|user_061|user_073|user_096,0.06|0.02|0.01|0.13|0.03|0.18|0.56|0.01,416.08|153.94|88.08|959.89|232.93|1283.31|4061.48|59.64,636.96|492.78|456.56|936.05|536.22|1113.93|2641.93|440.92,906.92|906.92|906.92|906.92|906.92|906.92|906.92|906.92,equal,0.874
0edc145f-2687-44b1-af7d-2f855fbf1297,group_080,vehicle,1827.37,user_001|user_029|user_042|user_056|user_074|user_076,0.10|0.26|0.25|0.23|0.07|0.10,186.49|471.54|452.87|415.44|124.95|176.08,239.62|396.40|386.13|365.55|205.78|233.90,304.56|304.56|304.56|304.56|304.56|304.56,equal,0.939
70ee8211-ea8f-4f59-8921-30b4fd38cb2a,group_073,vehicle,4757.95,user_058|user_067|user_082|user_089,0.12|0.49|0.05|0.34,572.30|2309.62|251.28|1624.75,850.04|1805.56|673.47|1428.88,1189.49|1189.49|1189.49|1189.49,nucleolus,0.724
5c337de1-bda8-4436-bdc3-9fe9095881e2,group_485,tool,15874.52,user_008|user_012|user_027|user_030|user_036,0.04|0.60|0.15|0.08|0.13,663.10|9543.42|2344.23|1315.75|2008.01,1793.41|6677.59|2718.03|2152.37|2533.11,3174.90|3174.90|3174.90|3174.90|3174.90,equal,0.781
2744ea1c-5789-4c13-a65c-961438770469,group_435,subscription,18707.67,user_018|user_055|user_057|user_066,0.36|0.36|0.14|0.14,6762.19|6810.23|2561.68|2573.57,5823.82|5850.24|3513.54|3520.07,4676.92|4676.92|4676.92|4676.92,equal,0.756
e095d9a7-3fa5-43ce-aea8-15631eff492c,group_037,vehicle,12525.84,user_002|user_014|user_015|user_027|user_036|user_066|user_072|user_080,0.04|0.14|0.09|0.01|0.19|0.09|0.32|0.11,530.21|1786.05|1162.19|134.33|2373.16|1141.46|4021.78|1376.66,996.19|1686.91|1343.78|778.46|2009.82|1332.38|2916.56|1461.74,1565.73|1565.73|1565.73|1565.73|1565.73|1565.73|1565.73|1565.73,shapley,1.0
754ab99a-1a15-4ebb-b42a-0def88a3f450,group_130,tool,669.29,user_057|user_081,0.23|0.77,154.43|514.86,235.53|433.76,334.64|334.64,shapley,1.0
415b2fe1-0116-4a27-a26b-14588e380142,group_039,tool,6454.03,user_043|user_058|user_077|user_079|user_090|user_092|user_098,0.38|0.01|0.01|0.05|0.11|0.20|0.24,2456.14|67.35|35.29|325.54|681.03|1318.65|1570.03,1765.78|451.95|434.31|593.95|789.47|1140.16|1278.42,922.00|922.00|922.00|922.00|922.00|922.00|922.00,nucleolus,0.76
52062bf5-6999-407b-99ad-9b4882b355c5,group_180,accommodation,11686.63,user_031|user_041|user_064|user_076|user_077,0.06|0.44|0.36|0.14|0.01,684.27|5155.11|4177.01|1606.88|63.36,1428.15|3887.10|3349.15|1935.58|1086.65,2337.33|2337.33|2337.33|2337.33|2337.33,equal,0.742
f89dba91-b5f8-4cdf-8c0f-af2aace7b285,group_392,accommodation,3957.79,user_016|user_033|user_035|user_040|user_042|user_078|user_085|user_099,0.02|0.13|0.05|0.13|0.27|0.22|0.07|0.11,86.84|534.02|179.63|508.07|1062.88|851.28|282.43|452.64,270.39|516.34|321.42|502.06|807.21|690.83|377.96|471.58,494.72|494.72|494.72|494.72|494.72|494.72|494.72|494.72,nucleolus,0.742
597ea73d-1974-430f-80a7-00a86ff6b424,group_201,subscription,7758.97,user_023|user_026|user_037,0.22|0.46|0.32,1708.47|3539.41|2511.08,2103.51|3110.52|2544.94,2586.32|2586.32|2586.32,equal,0.806
298669de-8973-4d3b-bc8c-1c087ed68b14,group_400,space,16974.14,user_010|user_046|user_047|user_065|user_072,0.21|0.12|0.12|0.55|0.01,3539.58|1975.42|1994.46|9288.89|175.79,3474.44|2614.16|2624.62|6636.56|1624.36,3394.83|3394.83|3394.83|3394.83|3394.83,shapley,1.0
e0382495-50a5-43c2-86d4-cc296c203ec7,group_213,vehicle,4358.09,user_027|user_043|user_074|user_076|user_078|user_081,0.53|0.13|0.14|0.00|0.11|0.08,2324.84|574.06|601.00|20.37|489.12|348.70,1605.52|642.59|657.41|338.06|595.87|518.64,726.35|726.35|726.35|726.35|726.35|726.35,nucleolus,0.936
0b3d7623-b914-4786-aec8-49ffe769f4e3,group_058,vehicle,8219.4,user_009|user_025|user_033|user_037|user_068|user_087,0.03|0.08|0.55|0.20|0.13|0.02,226.62|660.04|4479.97|1618.53|1081.29|152.96,741.10|979.48|3080.44|1506.65|1211.16|700.58,1369.90|1369.90|1369.90|1369.90|1369.90|1369.90,shapley,1.0
02a8c44d-bfa6-4dde-bb91-3a46f188f323,group_128,space,9124.61,user_005|user_021|user_041|user_053|user_057|user_081|user_083,0.21|0.21|0.16|0.12|0.10|0.15|0.05,1947.86|1887.71|1480.94|1110.49|884.77|1399.40|413.44,1657.90|1624.82|1401.10|1197.35|1073.21|1356.25|813.98,1303.52|1303.52|1303.52|1303.52|1303.52|1303.52|1303.52,nucleolus,0.844
dc82f4cc-40f7-4f7f-a46c-0d6a6fcb3f4e,group_264,vehicle,6783.96,user_005|user_019|user_025|user_085,0.60|0.19|0.08|0.13,4097.29|1284.51|538.85|863.30,3016.71|1469.68|1059.56|1238.01,1695.99|1695.99|1695.99|1695.99,nucleolus,0.757
32f32769-c72a-4853-9d55-e964e7810975,group_372,vehicle,16864.11,user_009|user_036|user_039|user_051|user_083|user_098,0.31|0.03|0.07|0.22|0.07|0.30,5261.85|566.18|1112.87|3654.73|1217.45|5051.02,4158.83|1576.21|1876.89|3274.91|1934.40|4042.87,2810.68|2810.68|2810.68|2810.68|2810.68|2810.68,nucleolus,0.957
57e19944-4337-48ea-a21a-29c8e4d75e38,group_307,vehicle,8663.45,user_007|user_010|user_014|user_035|user_043|user_052|user_083|user_100,0.03|0.26|0.01|0.00|0.41|0.16|0.08|0.05,219.56|2259.26|111.21|19.90|3589.03|1367.61|681.05|415.83,608.08|1729.91|548.48|498.27|2461.29|1239.50|861.90|716.03,1082.93|1082.93|1082.93|1082.93|1082.93|1082.93|1082.93|1082.93,shapley,1.0
78040e64-f156-4833-8772-4e3b6bf37714,group_499,space,12725.49,user_001|user_002|user_034|user_038|user_050,0.08|0.06|0.41|0.35|0.09,1057.50|784.03|5267.83|4505.17|1110.96,1726.92|1576.51|4042.60|3623.13|1756.32,2545.10|2545.10|2545.10|2545.10|2545.10,equal,0.782
8fe1e1b2-7a54-4719-b2f9-36e55b918520,group_160,tool,10233.31,user_035|user_044|user_066|user_099,0.23|0.27|0.46|0.04,2380.27|2749.04|4668.15|435.85,2460.39|2663.22|3718.73|1390.97,2558.33|2558.33|2558.33|2558.33,nucleolus,0.893
d569f1a3-6d35-4e52-afca-109fa8e4eaa3,group_438,subscription,3869.91,user_002|user_033|user_035|user_048|user_065|user_078,0.13|0.03|0.03|0.07|0.22|0.52,518.52|101.95|99.26|283.94|865.13|2001.11,575.43|346.31|344.83|446.41|766.06|1390.85,644.99|644.99|644.99|644.99|644.99|644.99,equal,0.884
9452635c-295b-42c1-af73-1deb555754c8,group_314,vehicle,7982.29,user_011|user_041|user_058,0.57|0.35|0.07,4576.21|2814.27|591.81,3714.26|2745.19|1522.84,2660.76|2660.76|2660.76,shapley,1.0
048ee10f-a82f-4e34-bfba-646f4b32fb76,group_132,vehicle,4493.47,user_018|user_026|user_029|user_034|user_088,0.13|0.05|0.16|0.63|0.02,601.67|238.25|718.50|2846.21|88.85,735.33|535.45|799.59|1969.83|453.28,898.69|898.69|898.69|898.69|898.69,shapley,1.0
98095f3c-aeb7-419f-9a12-c1130b0c6e3e,group_229,vehicle,7511.7,user_003|user_016|user_031|user_032|user_040|user_055|user_079|user_095,0.02|0.05|0.26|0.11|0.17|0.03|0.36|0.01,133.15|357.82|1933.03|825.16|1276.09|226.75|2699.09|60.60,495.76|619.34|1485.70|876.37|1124.38|547.25|1907.03|455.86,938.96|938.96|938.96|938.96|938.96|938.96|938.96|938.96,nucleolus,0.895
fbaa98e3-cc5a-426c-8d88-8dc19132be00,group_297,space,5306.18,user_010|user_014|user_022|user_037|user_046|user_047|user_088|user_092,0.01|0.37|0.50|0.02|0.02|0.01|0.02|0.05,55.49|1972.81|2671.88|96.80|122.73|34.39|112.53|239.56,328.99|1383.52|1768.01|351.71|365.98|317.39|360.36|430.23,663.27|663.27|663.27|663.27|663.27|663.27|663.27|663.27,equal,0.797
73697451-981d-47bb-84d9-7aaf04e58a22,group_040,space,8692.65,user_040|user_059|user_083|user_088|user_091|user_099,0.35|0.11|0.15|0.15|0.08|0.16,3056.94|960.17|1313.31|1303.87|667.19|1391.18,2333.26|1180.04|1374.27|1369.07|1018.90|1417.10,1448.77|1448.77|1448.77|1448.77|1448.77|1448.77,nucleolus,0.751
7248e564-7ecf-41d4-ac93-df1e46653345,group_420,tool,12275.52,user_043|user_100,0.71|0.29,8663.52|3612.00,7526.93|4748.59,6137.76|6137.76,shapley,1.0
9fe29e99-cf00-4313-9202-72ac05340b7b,group_080,vehicle,12722.34,user_020|user_029|user_042|user_054|user_074|user_075,0.09|0.08|0.19|0.43|0.06|0.16,1127.37|1043.87|2374.05|5479.14|724.74|1973.18,1574.23|1528.30|2259.90|3967.70|1352.78|2039.42,2120.39|2120.39|2120.39|2120.39|2120.39|2120.39,shapley,1.0
fe7ba38d-79e7-44bc-bdb2-1d167050d0fb,group_077,tool,8366.93,user_007|user_010|user_019|user_048|user_056|user_061|user_063|user_075,0.02|0.24|0.07|0.01|0.07|0.15|0.02|0.42,141.64|2021.26|625.70|54.16|608.30|1271.19|171.13|3473.56,548.54|1582.33|814.78|500.43|805.20|1169.79|564.76|2381.10,1045.87|1045.87|1045.87|1045.87|1045.87|1045.87|1045.87|1045.87,shapley,1.0
9ba05133-69d8-45ac-8b12-f69d09313a59,group_319,tool,11510.05,user_022|user_039|user_044|user_055|user_097,0.02|0.55|0.25|0.08|0.10,191.34|6293.24|2906.13|946.70|1172.64,1141.14|4497.19|2634.28|1556.59|1680.86,2302.01|2302.01|2302.01|2302.01|2302.01,equal,0.953
8c949f32-2844-4722-a6d8-b94789c4e5d3,group_459,vehicle,18451.44,user_017|user_021|user_041,0.40|0.27|0.33,7362.38|5016.48|6072.58,6817.03|5526.78|6107.63,6150.48|6150.48|6150.48,shapley,1.0
35adf446-7c52-4eb6-b2da-1198a3b3c96e,group_408,vehicle,6112.99,user_027|user_041|user_056|user_074|user_095,0.08|0.10|0.70|0.04|0.08,461.04|625.79|4294.98|225.13|506.04,803.74|894.35|2912.41|673.99|828.49,1222.60|1222.60|1222.60|1222.60|1222.60,shapley,1.0
654fdd03-7e58-4918-aeca-6288c7504ece,group_468,space,2814.06,user_003|user_029|user_037|user_078|user_092|user_094,0.09|0.39|0.39|0.09|0.02|0.00,263.86|1107.76|1104.19|264.54|64.92|8.79,356.18|820.32|818.36|356.55|246.76|215.89,469.01|469.01|469.01|469.01|469.01|469.01,equal,0.942
41a374d4-6b8c-4413-b9e7-56b1a6a96c3c,group_336,accommodation,10632.77,user_041|user_050|user_073|user_077,0.09|0.09|0.72|0.10,960.04|909.34|7671.06|1092.34,1724.21|1696.32|5415.27|1796.97,2658.19|2658.19|2658.19|2658.19,shapley,1.0
575fe499-4d18-4fc4-8a23-57b2f6f5bc09,group_248,tool,7801.83,user_012|user_022|user_039|user_060|user_064|user_071|user_087,0.04|0.29|0.09|0.12|0.01|0.06|0.38,305.18|2285.19|695.74|941.71|103.58|497.26|2973.16,669.40|1758.40|884.20|1019.49|558.52|775.04|2136.78,1114.55|1114.55|1114.55|1114.55|1114.55|1114.55|1114.55,nucleolus,0.947
255fae1e-7b88-480f-8939-7e3b2886a871,group_214,space,1749.33,user_005|user_014|user_022|user_023|user_058|user_078|user_087|user_089,0.10|0.05|0.11|0.26|0.04|0.08|0.35|0.02,171.02|81.13|188.74|463.39|61.50|135.11|612.09|36.35,192.46|143.02|202.21|353.27|132.23|172.71|435.05|118.39,218.67|218.67|218.67|218.67|218.67|218.67|218.67|218.67,equal,0.787
6708cb7a-980a-43b5-87a5-87ee98d1a745,group_350,vehicle,17313.1,user_061|user_068|user_085,0.38|0.28|0.34,6546.51|4906.49|5860.10,6197.55|5295.53|5820.02,5771.03|5771.03|5771.03,nucleolus,0.751
e7a72664-ed53-4d20-8170-251ccf79ca25,group_120,vehicle,2862.05,user_035|user_047|user_073|user_082|user_085|user_099,0.15|0.13|0.39|0.08|0.18|0.07,418.71|364.56|1115.51|234.94|526.59|201.75,444.94|415.16|828.18|343.87|504.28|325.62,477.01|477.01|477.01|477.01|477.01|477.01,equal,0.761
225678ec-f42d-4075-b0c7-7bcae9a87d29,group_399,subscription,2101.23,user_041|user_059|user_068|user_096|user_099,0.00|0.45|0.07|0.45|0.02,2.27|955.15|153.85|948.79|41.16,190.36|714.45|273.73|710.95|211.75,420.25|420.25|420.25|420.25|420.25,nucleolus,0.863
70e8ecb0-f8ca-4bc6-9407-4338a268877d,group_232,tool,13277.71,user_009|user_025|user_063,0.33|0.08|0.58,4401.09|1115.50|7761.12,4412.26|2605.18|6260.27,4425.90|4425.90|4425.90,equal,0.779
95a6505f-8308-474b-aca6-255fe94ece58,group_423,tool,1679.86,user_035|user_093,0.93|0.07,1558.27|121.59,1235.02|444.84,839.93|839.93,nucleolus,0.795
1a9f8755-0d8d-4c61-9805-e98fce36daab,group_315,accommodation,9357.59,user_002|user_029|user_086,0.68|0.06|0.26,6324.85|563.12|2469.61,4882.31|1713.36|2761.93,3119.20|3119.20|3119.20,nucleolus,0.949
26caa1f4-f62a-4b02-82fe-0162108a448a,group_474,vehicle,12052.59,user_012|user_022,0.66|0.34,8011.14|4041.45,7117.96|4934.63,6026.30|6026.30,equal,0.743
60933c8f-e143-4498-ad70-cca1aedc3b57,group_010,tool,12077.21,user_006|user_080,0.88|0.12,10652.57|1424.64,8576.29|3500.92,6038.60|6038.60,shapley,1.0
3414d511-b5f2-4ed6-afb7-850e9150e5b0,group_080,vehicle,1950.49,user_001|user_006|user_029|user_054|user_056|user_074|user_076,0.03|0.05|0.16|0.37|0.04|0.26|0.09,51.54|96.40|320.66|728.12|75.16|498.00|180.60,153.74|178.41|301.75|525.85|166.73|399.29|224.72,278.64|278.64|278.64|278.64|278.64|278.64|278.64,nucleolus,0.905
